gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.PVM.0	Imm.Proliferative.0	MeV.ECM.0	MeV.ECM.1	MeV.ECM.2	MeV.EndoUnknowed.4	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.EpithelialECad.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.Fib.5	MeV.Fib.6	MeV.FibCD34.7	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS040D3C47C	0.0	0.0016	0.0	0.0062	0.0105	0.0069	0.0	0.0	0.0	0.0	0.014	0.0241	0.0	0.0123	0.0	0.0	0.0	0.043	0.0186	0.0103	0.0406	0.0292	0.0283	0.0832	0.0304	0.0424	0.1047	0.0058	0.0	0.0179	0.0	0.0	0.0232	0.015	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS05ABE6795	0.006	0.0051	0.0	0.0072	0.0046	0.0163	0.0	0.0	0.0	0.1845	0.264	0.3514	0.0715	0.128	0.099	0.0541	0.118	0.4784	0.3328	0.5565	0.5434	0.4346	0.2515	0.4272	0.3056	0.0654	0.3758	0.1829	0.1168	0.1687	0.0982	0.0	0.0477	0.0462	0.1508	0.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0A39F4895	0.0	0.0156	0.0258	0.0126	0.015	0.0274	0.0	0.0116	0.0	0.0402	0.0	0.03	0.0	0.0	0.0	0.002	0.0	0.0156	0.0014	0.0155	0.0083	0.0	0.0039	0.0291	0.0196	0.0136	0.0	0.0357	0.0043	0.0198	0.0	0.0	0.0062	0.0234	0.0025	0.0
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.0	0.0	0.0	0.0058	0.0028	0.0	0.0	0.0	0.0	0.0084	0.0	0.0	0.1143	0.2	0.2142	0.2053	0.0845	0.0018	0.0	0.0041	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0131	0.037	0.1066	0.0704	0.1083	0.0002	0.0	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0FB36427B	0.0551	0.0612	0.0699	0.0461	0.0611	0.0368	0.0342	0.0217	0.0682	0.0859	0.0381	0.0985	0.0115	0.0112	0.0375	0.0701	0.0	0.1024	0.1852	0.3619	0.1597	0.1088	0.0724	0.1712	0.2991	0.0893	0.052	0.0721	0.2043	0.0598	0.0988	0.4314	0.0618	0.06	0.023	0.0226
FGF2	P09038	False	FGF2_HUMAN		CPI-SC0F72E9E4E	0.0228	0.0961	0.0725	0.0567	0.0686	0.1157	0.0	0.0109	0.06	0.0209	0.0286	0.062	0.0305	0.0	0.0388	0.0063	0.0	0.0	0.032	0.0229	0.0065	0.0201	0.0815	0.234	0.0085	0.0628	0.0	0.0369	0.0	0.03	0.0647	0.0	0.0745	0.1103	0.0	0.0279
FN1	P02751	False	FINC_HUMAN		CPI-SC06D7BD0F6	0.0655	0.2313	0.0853	0.0844	0.0738	0.0944	0.1023	0.0153	0.0991	0.0635	0.0817	0.0953	0.1804	0.4357	0.2089	0.3452	0.3579	2.1187	0.2375	0.1496	0.5467	0.1652	0.1804	0.1398	0.4059	0.2244	0.1971	0.3811	0.2003	0.4138	0.0361	0.1693	0.5875	0.2678	0.0116	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	0.399	0.5707	0.2749	0.2156	0.3267	0.2561	0.0178	0.3801	0.1642	0.1414	1.0503	1.7524	0.0018	0.0266	0.0328	0.0094	0.0719	0.0682	0.8841	1.2325	0.5734	1.2741	0.3962	0.043	0.0864	0.5311	0.2306	0.4494	0.6151	0.5702	0.0421	0.153	0.1261	0.4691	0.0558	0.1119
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0FCA446B5	0.0086	0.0042	0.0	0.0064	0.0141	0.0037	0.0159	0.0074	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0074	0.0	0.0	0.0147	0.0064	0.0033	0.0	0.0	0.0059	0.0077	0.1291	0.0275
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC07763D025	0.0757	0.1077	0.1089	0.0978	0.0881	0.0537	0.0	0.0703	0.0795	0.8601	0.3815	0.549	0.2197	0.1777	0.1582	0.2309	0.1885	0.479	0.3491	0.6324	0.6527	0.4026	0.7728	0.5963	0.6273	0.5096	0.5823	0.3203	0.3092	0.3345	0.5828	0.1514	0.2741	0.2671	0.1031	0.1883
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	0.0	0.0	0.0	0.0031	0.0067	0.0	0.0	0.0	0.0	0.0572	0.0157	0.05	0.0	0.0036	0.0	0.0	0.0	0.0	0.0267	0.0273	0.03	0.0407	0.1168	0.1783	0.0051	0.0	0.0	0.0046	0.0301	0.0432	0.0113	0.0	0.0077	0.0503	0.0	0.0
OMD	Q99983	False	OMD_HUMAN		CPI-SC042AD06C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0132	0.0275	0.0	0.0	0.0	0.0	0.0	0.012	0.0357	0.0133	0.0294	0.0408	0.0	0.0	0.0045	0.0	0.0462	0.0	0.0	0.0088	0.0	0.0	0.0	0.0208	0.0	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0F0AC498A	0.0	0.0058	0.0423	0.0017	0.0065	0.0175	0.014	0.0042	0.0	0.0	0.0	0.0108	0.0	0.0012	0.0	0.0019	0.0	0.0277	0.0096	0.0014	0.0053	0.0	0.0163	0.0	0.0	0.0	0.0	0.0	0.0	0.0423	0.0	0.0	0.0003	0.0048	0.0107	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02EA03F82	0.0265	0.0046	0.0128	0.0078	0.025	0.0047	0.0	0.0	0.0	0.0	0.0095	0.0161	0.0	0.0	0.0	0.0	0.0	0.0213	0.0239	0.0011	0.0275	0.0225	0.0043	0.0412	0.0369	0.0	0.0481	0.0383	0.0807	0.1231	0.0	0.149	0.5629	0.6687	0.0	0.0206
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	0.0458	0.0748	0.0	0.0267	0.0513	0.0439	0.049	0.0174	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0474	0.0204	0.0	0.0	0.0	0.0	0.0	0.0131	0.0	0.0	0.0589	0.0	0.0	0.0	0.0087	0.0	0.0	0.0033	0.0218	0.0	0.0
VTN	P04004	False	VTNC_HUMAN		CPI-SC045FE8A01	0.0095	0.0	0.0	0.0071	0.0063	0.0112	0.0	0.0147	0.0	0.0311	0.1466	0.223	0.0572	0.0095	0.0353	0.0334	0.0233	0.0604	0.0978	0.1044	0.2725	0.1653	0.2492	0.0	0.0676	0.0	0.0536	0.2384	0.2324	0.4234	0.2423	0.0474	0.0118	0.0391	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SC060FE7871	0.059	0.0058	0.0133	0.0119	0.0041	0.0097	0.0	0.0107	0.0	0.0	0.0112	0.0	0.366	1.6797	0.803	0.532	0.6339	0.0045	0.0	0.0	0.02	0.0	0.0	0.032	0.0	0.0	0.0127	0.0126	0.1247	0.214	0.0	0.0	0.0029	0.0	0.0	0.0264
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC08CB03AD8	0.0222	0.0649	0.0339	0.0761	0.0584	0.0963	0.1104	0.0582	0.0948	0.0	0.0185	0.0202	0.077	0.1147	0.0366	0.0251	0.0	0.0263	0.01	0.0	0.0576	0.0244	0.0704	0.0	0.0	0.0233	0.0128	0.0058	0.0	0.0221	0.0	0.0	0.0137	0.0222	0.0	0.0092
THY1	P04216	False	THY1_HUMAN		CPI-SC0EFDBED2D	0.0	0.0058	0.0423	0.0017	0.0065	0.0175	0.014	0.0042	0.0	0.0	0.0	0.0108	0.0	0.0012	0.0	0.0019	0.0	0.0277	0.0096	0.0014	0.0053	0.0	0.0163	0.0	0.0	0.0	0.0	0.0	0.0	0.0423	0.0	0.0	0.0003	0.0048	0.0107	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.0551	0.0612	0.0699	0.0461	0.0611	0.0368	0.0342	0.0217	0.0682	0.0859	0.0381	0.0985	0.0115	0.0112	0.0375	0.0701	0.0	0.1024	0.1852	0.3619	0.1597	0.1088	0.0724	0.1712	0.2991	0.0893	0.052	0.0721	0.2043	0.0598	0.0988	0.4314	0.0618	0.06	0.023	0.0226
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0065	0.0	0.0	0.0185	0.0062	0.0385	0.0095	0.0321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0103	0.0019	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0045	0.0	0.0	0.0059	0.0	0.0	0.0064	0.059	0.0402
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.0228	0.0961	0.0725	0.0567	0.0686	0.1157	0.0	0.0109	0.06	0.0209	0.0286	0.062	0.0305	0.0	0.0388	0.0063	0.0	0.0	0.032	0.0229	0.0065	0.0201	0.0815	0.234	0.0085	0.0628	0.0	0.0369	0.0	0.03	0.0647	0.0	0.0745	0.1103	0.0	0.0279
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS09D21167E	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0	0.0	0.0052	0.0	0.0104	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.0	0.0153	0.0	0.0039	0.0	0.0041	0.0	0.0	0.0	0.0323	0.0234	0.0161	0.0	0.0	0.0	0.0248	0.0273	0.0383	0.0	0.0039	0.0171	0.0	0.0764	0.0209	0.1377	0.0263	0.0	0.0	0.0	0.019	0.0149	0.0	0.0028	0.0	0.0	0.0461
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	0.0551	0.0612	0.0699	0.0461	0.0611	0.0368	0.0342	0.0217	0.0682	0.0859	0.0381	0.0985	0.0115	0.0112	0.0375	0.0701	0.0	0.1024	0.1852	0.3619	0.1597	0.1088	0.0724	0.1712	0.2991	0.0893	0.052	0.0721	0.2043	0.0598	0.0988	0.4314	0.0618	0.06	0.023	0.0226
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0228	0.0961	0.0725	0.0567	0.0686	0.1157	0.0	0.0109	0.06	0.0209	0.0286	0.062	0.0305	0.0	0.0388	0.0063	0.0	0.0	0.032	0.0229	0.0065	0.0201	0.0815	0.234	0.0085	0.0628	0.0	0.0369	0.0	0.03	0.0647	0.0	0.0745	0.1103	0.0	0.0279
FGF20	Q9NP95	False	FGF20_HUMAN		CPI-SS0696C2B28	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS05D62446A	0.0	0.0006	0.0	0.0	0.0015	0.0058	0.0	0.0079	0.0	0.0	0.0089	0.0109	0.0	0.0039	0.0	0.0	0.0	0.0	0.0048	0.0011	0.0081	0.0071	0.0	0.0	0.0106	0.0083	0.0	0.0046	0.0	0.0	0.0	0.0074	0.006	0.0	0.0283	0.0219
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	0.0551	0.0612	0.0699	0.0461	0.0611	0.0368	0.0342	0.0217	0.0682	0.0859	0.0381	0.0985	0.0115	0.0112	0.0375	0.0701	0.0	0.1024	0.1852	0.3619	0.1597	0.1088	0.0724	0.1712	0.2991	0.0893	0.052	0.0721	0.2043	0.0598	0.0988	0.4314	0.0618	0.06	0.023	0.0226
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.0228	0.0961	0.0725	0.0567	0.0686	0.1157	0.0	0.0109	0.06	0.0209	0.0286	0.062	0.0305	0.0	0.0388	0.0063	0.0	0.0	0.032	0.0229	0.0065	0.0201	0.0815	0.234	0.0085	0.0628	0.0	0.0369	0.0	0.03	0.0647	0.0	0.0745	0.1103	0.0	0.0279
FGL1	Q08830	False	FGL1_HUMAN		CPI-SS0B7D22073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0455	0.0	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0524
FN1	P02751	False	FINC_HUMAN		CPI-SC0F96CE387	0.0655	0.2313	0.0853	0.0844	0.0738	0.0944	0.1023	0.0153	0.0991	0.0635	0.0817	0.0953	0.1804	0.4357	0.2089	0.3452	0.3579	2.1187	0.2375	0.1496	0.5467	0.1652	0.1804	0.1398	0.4059	0.2244	0.1971	0.3811	0.2003	0.4138	0.0361	0.1693	0.5875	0.2678	0.0116	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SC0C2126F8E	0.0118	0.0367	0.0	0.0267	0.0585	0.0524	0.0	0.0107	0.1717	0.02	0.0214	0.0061	0.1199	0.3582	0.2604	0.2086	0.2002	0.0874	0.0343	0.0431	0.0534	0.0337	0.0	0.0486	0.1045	0.1019	0.0	0.0297	0.0592	0.0508	0.0122	0.0301	0.0785	0.042	0.025	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E029AB31	0.0458	0.0748	0.0	0.0267	0.0513	0.0439	0.049	0.0174	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0474	0.0204	0.0	0.0	0.0	0.0	0.0	0.0131	0.0	0.0	0.0589	0.0	0.0	0.0	0.0087	0.0	0.0	0.0033	0.0218	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0B2557C9D	0.006	0.0021	0.0157	0.0116	0.0043	0.0061	0.0	0.0078	0.0	0.0193	0.0702	0.0236	0.0688	0.1723	0.0827	0.0544	0.1743	0.0	0.0145	0.0068	0.1797	0.0639	0.022	0.0	0.0186	0.0289	0.0128	0.0564	0.0377	0.1222	0.0	0.0	0.0022	0.0187	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC034EE8AAA	0.0655	0.2313	0.0853	0.0844	0.0738	0.0944	0.1023	0.0153	0.0991	0.0635	0.0817	0.0953	0.1804	0.4357	0.2089	0.3452	0.3579	2.1187	0.2375	0.1496	0.5467	0.1652	0.1804	0.1398	0.4059	0.2244	0.1971	0.3811	0.2003	0.4138	0.0361	0.1693	0.5875	0.2678	0.0116	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC06C0A2080	0.006	0.0021	0.0157	0.0116	0.0043	0.0061	0.0	0.0078	0.0	0.0193	0.0702	0.0236	0.0688	0.1723	0.0827	0.0544	0.1743	0.0	0.0145	0.0068	0.1797	0.0639	0.022	0.0	0.0186	0.0289	0.0128	0.0564	0.0377	0.1222	0.0	0.0	0.0022	0.0187	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC04BC5B245	0.0655	0.2313	0.0853	0.0844	0.0738	0.0944	0.1023	0.0153	0.0991	0.0635	0.0817	0.0953	0.1804	0.4357	0.2089	0.3452	0.3579	2.1187	0.2375	0.1496	0.5467	0.1652	0.1804	0.1398	0.4059	0.2244	0.1971	0.3811	0.2003	0.4138	0.0361	0.1693	0.5875	0.2678	0.0116	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08F923F07	0.0655	0.2313	0.0853	0.0844	0.0738	0.0944	0.1023	0.0153	0.0991	0.0635	0.0817	0.0953	0.1804	0.4357	0.2089	0.3452	0.3579	2.1187	0.2375	0.1496	0.5467	0.1652	0.1804	0.1398	0.4059	0.2244	0.1971	0.3811	0.2003	0.4138	0.0361	0.1693	0.5875	0.2678	0.0116	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC01D9AD677	0.0086	0.0042	0.0	0.0064	0.0141	0.0037	0.0159	0.0074	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0074	0.0	0.0	0.0147	0.0064	0.0033	0.0	0.0	0.0059	0.0077	0.1291	0.0275
VTN	P04004	False	VTNC_HUMAN		CPI-SC0717E21B0	0.0095	0.0	0.0	0.0071	0.0063	0.0112	0.0	0.0147	0.0	0.0311	0.1466	0.223	0.0572	0.0095	0.0353	0.0334	0.0233	0.0604	0.0978	0.1044	0.2725	0.1653	0.2492	0.0	0.0676	0.0	0.0536	0.2384	0.2324	0.4234	0.2423	0.0474	0.0118	0.0391	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC09B45FB39	0.0655	0.2313	0.0853	0.0844	0.0738	0.0944	0.1023	0.0153	0.0991	0.0635	0.0817	0.0953	0.1804	0.4357	0.2089	0.3452	0.3579	2.1187	0.2375	0.1496	0.5467	0.1652	0.1804	0.1398	0.4059	0.2244	0.1971	0.3811	0.2003	0.4138	0.0361	0.1693	0.5875	0.2678	0.0116	0.0
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS0D97E07F8	0.0	0.0017	0.0	0.0107	0.006	0.02	0.0176	0.0	0.0	0.0333	0.0096	0.0106	0.0297	0.0039	0.0	0.019	0.0202	0.0155	0.0127	0.0115	0.0153	0.0193	0.0	0.0	0.0	0.0692	0.0	0.0013	0.0655	0.0207	0.0	0.0	0.0132	0.0057	0.0	0.0
FTH1	P02794	False	FRIH_HUMAN		CPI-SS018AC8F36	0.2881	0.2779	0.1943	0.1761	0.2033	0.2511	0.0698	0.2201	0.06	0.1239	0.0803	0.1068	0.1715	0.0983	0.1562	0.1375	0.278	0.2232	0.1061	0.0768	0.1056	0.027	0.114	0.0579	0.0245	0.068	0.0326	0.1556	0.3022	0.8735	0.0673	0.0497	0.0792	0.1415	0.0	0.216
FTL	P02792	False	FRIL_HUMAN		CPI-SS00577086D	0.2318	0.1869	0.0439	0.0331	0.0558	0.0849	0.029	0.0301	0.0	0.0355	0.0179	0.0138	0.0	0.03	0.1042	0.0389	0.0261	0.019	0.0119	0.0289	0.0342	0.0106	0.0268	0.0	0.0165	0.0105	0.012	0.0357	0.0469	0.3867	0.0081	0.0287	0.0253	0.0848	0.0	0.1764
GAL	P22466	False	GALA_HUMAN		CPI-SS0BE567EFB	0.0	0.0	0.035	0.0	0.0006	0.0061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0F7FF099C	0.12	0.1261	0.0935	0.0654	0.0885	0.0576	0.0	0.1434	0.089	0.0278	0.0202	0.0889	0.0781	0.0519	0.031	0.0185	0.034	0.0112	0.0166	0.0095	0.0176	0.0	0.0125	0.017	0.0454	0.1691	0.0	0.0137	0.0809	0.1028	0.0076	0.0	0.0266	0.2343	0.0919	0.0535
LGALS3	P17931	False	LEG3_HUMAN		CPI-SS076940BCD	0.5368	0.432	0.1327	0.062	0.1054	0.0941	0.1264	0.0455	0.06	0.0	0.0063	0.0246	0.0	0.0181	0.0	0.0192	0.0186	0.0228	0.0134	0.0023	0.0032	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.2036	0.0502	0.0166	0.0	0.0153	0.0085	0.0	0.149
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0BDA0E5E0	0.12	0.1261	0.0935	0.0654	0.0885	0.0576	0.0	0.1434	0.089	0.0278	0.0202	0.0889	0.0781	0.0519	0.031	0.0185	0.034	0.0112	0.0166	0.0095	0.0176	0.0	0.0125	0.017	0.0454	0.1691	0.0	0.0137	0.0809	0.1028	0.0076	0.0	0.0266	0.2343	0.0919	0.0535
TULP1	O00294	False	TULP1_HUMAN		CPI-SS0E9F23560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074	0.0186	0.0	0.0	0.0	0.0	0.0	0.0211	0.0069	0.0115	0.0126	0.01	0.0	0.0	0.0	0.0255	0.0127	0.0	0.0	0.0078	0.0	0.0	0.0036	0.0098	0.0	0.0
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0AE964947	0.12	0.1261	0.0935	0.0654	0.0885	0.0576	0.0	0.1434	0.089	0.0278	0.0202	0.0889	0.0781	0.0519	0.031	0.0185	0.034	0.0112	0.0166	0.0095	0.0176	0.0	0.0125	0.017	0.0454	0.1691	0.0	0.0137	0.0809	0.1028	0.0076	0.0	0.0266	0.2343	0.0919	0.0535
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.0	0.0	0.0	0.0	0.0	0.0095	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0043	0.0	0.0	0.0043	0.0016	0.0071	0.0105	0.0204	0.0166	0.0091	0.0099	0.0	0.0074	0.0	0.0085	0.0239	0.0	0.0	0.0	0.0232	0.021
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	0.0	0.0	0.0	0.0	0.0	0.0095	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0043	0.0	0.0	0.0043	0.0016	0.0071	0.0105	0.0204	0.0166	0.0091	0.0099	0.0	0.0074	0.0	0.0085	0.0239	0.0	0.0	0.0	0.0232	0.021
GDF9	O60383	False	GDF9_HUMAN		CPI-SC0FDB4B6D9	0.0	0.0	0.0187	0.0027	0.0011	0.0	0.0	0.0	0.0	0.0134	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.0034	0.0027	0.0006	0.0038	0.0	0.0	0.0	0.0	0.0068	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0
GRP	P07492	False	GRP_HUMAN		CPI-SS07AF9303D	0.0	0.0	0.0	0.0	0.0	0.0045	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0
NMB	P08949	False	NMB_HUMAN		CPI-SS0B9B66F8E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0092	0.0136	0.0205
GRP	P07492	False	GRP_HUMAN		CPI-SS0E0E14A93	0.0	0.0	0.0	0.0	0.0	0.0045	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0
NMB	P08949	False	NMB_HUMAN		CPI-SS0EAF7B072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0092	0.0136	0.0205
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03E7FB333	0.0074	0.0	0.0	0.0027	0.0084	0.006	0.0	0.0	0.0	0.027	0.0106	0.0137	0.0	0.0	0.0	0.0042	0.0	0.0158	0.017	0.0247	0.0293	0.0267	0.0148	0.0204	0.0	0.0104	0.0	0.0365	0.0	0.017	0.0059	0.0352	0.0026	0.0	0.0085	0.0
HFE	Q30201	False	HFE_HUMAN		CPI-SS0FF0C7449	0.0	0.0052	0.0	0.0019	0.0071	0.0072	0.0	0.0085	0.0	0.0	0.0	0.0119	0.0	0.0186	0.0	0.0	0.0233	0.0301	0.0	0.0194	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0637	0.0104	0.0	0.0	0.0155	0.0	0.0	0.0
IL36G	Q9NZH8	False	IL36G_HUMAN		CPI-SC01F1DB97B	0.0	0.0	0.0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IAPP	P10997	False	IAPP_HUMAN		CPI-SC0980A6E6B	0.0272	0.033	0.0	0.0224	0.0085	0.0112	0.0	0.0118	0.0593	0.0882	0.065	0.0062	0.0312	0.0333	0.0	0.0514	0.0721	0.0303	0.0	0.0098	0.0218	0.0032	0.1395	0.0	0.0232	0.0991	0.0615	0.0376	0.0986	0.0271	0.0	0.0	0.021	0.0765	0.0034	0.0
IAPP	P10997	False	IAPP_HUMAN		CPI-SC04ADD5A88	0.0272	0.033	0.0	0.0224	0.0085	0.0112	0.0	0.0118	0.0593	0.0882	0.065	0.0062	0.0312	0.0333	0.0	0.0514	0.0721	0.0303	0.0	0.0098	0.0218	0.0032	0.1395	0.0	0.0232	0.0991	0.0615	0.0376	0.0986	0.0271	0.0	0.0	0.021	0.0765	0.0034	0.0
IAPP	P10997	False	IAPP_HUMAN		CPI-SC0CE7302FB	0.0272	0.033	0.0	0.0224	0.0085	0.0112	0.0	0.0118	0.0593	0.0882	0.065	0.0062	0.0312	0.0333	0.0	0.0514	0.0721	0.0303	0.0	0.0098	0.0218	0.0032	0.1395	0.0	0.0232	0.0991	0.0615	0.0376	0.0986	0.0271	0.0	0.0	0.021	0.0765	0.0034	0.0
IGFBP3	P17936	False	IBP3_HUMAN		CPI-SS099ACF7FB	0.0139	0.0	0.0	0.0	0.0178	0.0071	0.0	0.0	0.0	0.0186	0.0066	0.0396	0.0668	0.0037	0.0	0.0427	0.0003	0.0	0.0517	0.0843	0.1542	0.0382	0.024	0.0	0.0	0.0	0.0	0.0542	0.0125	0.1021	0.0163	0.0	0.0079	0.0	0.0074	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC00035437A	0.0222	0.0649	0.0339	0.0761	0.0584	0.0963	0.1104	0.0582	0.0948	0.0	0.0185	0.0202	0.077	0.1147	0.0366	0.0251	0.0	0.0263	0.01	0.0	0.0576	0.0244	0.0704	0.0	0.0	0.0233	0.0128	0.0058	0.0	0.0221	0.0	0.0	0.0137	0.0222	0.0	0.0092
