gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.NA	Imm.PVM.0	Imm.Proliferative.0	MeV.ECM.0	MeV.ECM.1	MeV.ECM.2	MeV.EndoUnknowed.4	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.EpithelialECad.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.Fib.5	MeV.Fib.6	MeV.FibCD34.7	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.NA	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0B607E7E2	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0CC3AA145	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS04F05F7CF	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5ABF3E	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS053847508	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS070B19B57	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0916EF39D	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5D0183	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0D7A1419D	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS06CD4A71F	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0975DD44D	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0A2EDD507	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC05BFEA73C	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0D4DE23C7	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B6964744	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DC1D35A7	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B810B839	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0E3F34DEF	SLC1A2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS084C627C7	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS07040A8BB	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0B607E7E2	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0CC3AA145	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS04F05F7CF	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5ABF3E	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS053847508	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS070B19B57	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0916EF39D	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5D0183	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0D7A1419D	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS06CD4A71F	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0975DD44D	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0A2EDD507	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC05BFEA73C	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0D4DE23C7	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B6964744	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DC1D35A7	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B810B839	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0E3F34DEF	GLS2	0.2115	0.2388	0.1795	0.2464	0.2253	0.2556	0.25	0.0	0.2149	0.1667	0.2111	0.2321	0.2424	0.2188	0.1792	0.2174	0.248	0.2955	0.2083	0.233	0.149	0.2439	0.2445	0.1915	0.35	0.2024	0.2037	0.0952	0.2	0.3043	0.2794	0.3077	0.2063	0.1633	0.1913	0.1875	0.2121	0.2689
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS02435169C	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0D028DAA4	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS008389A89	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0B4B01B4B	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0484FC19B	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS00E19754C	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS06F474F5A	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09CF4D275	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS07C63C8BC	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS05D1E58B4	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0591372DE	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS03D684E7D	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0EFE72F4B	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0947C60AA	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC07909859C	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00CFD9E84	SLC1A3	0.1346	0.1642	0.2308	0.1919	0.2637	0.2287	0.0455	0.3333	0.0413	0.1667	0.5	0.5179	0.5707	0.0312	0.1039	0.0522	0.1057	0.0568	0.0833	0.2557	0.4941	0.5659	0.4891	0.5957	0.575	0.2738	0.0926	0.4286	0.312	0.3043	0.1814	0.4615	0.1376	0.102	0.0551	0.0714	0.0354	0.1429
